location,violations,latitude,longitude,police_station
"1st Cross Road, Polisappa Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)",9,12.88645070626881,77.64103988443594,Hulimavu
"Old Airport Road, Konena Agrahara, Bengaluru, Karnataka. Pin-560017 (India)",9,12.959203011506963,77.66147061704325,Jeevanbheemanagar
"Ejipura Main Road, VGS Layout, Ejipura, Bengaluru, Karnataka. Pin-560047 (India)",9,12.939610344444445,77.63210895555557,Ashok Nagar
"Police Station Road, NR Kaveri Manor, Gandhi Bazar, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",9,12.942154222222221,77.57301503333332,Basavanagudi
"Mission Road, TVS Emerland Cascadia, CKC Garden, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",9,12.962535855555556,77.59156812222221,Halasuru Gate
"4th A Cross Road, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",9,12.973566455555556,77.51275284444445,Jnanabharathi
"4th A Cross Road, KHB Colony, Block 5, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",9,12.933964422222223,77.61645955555555,Adugodi
"10th Cross Road, Sector 1, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",9,12.917941888888889,77.65183288888889,HSR Layout
"Nandini Layout, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560096, India",9,13.016322577777778,77.53176265555555,Rajajinagar
"162/2, Gear School road, Panathur, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",9,12.926486855555556,77.69485634444445,Bellandur
"B 2nd Street, Nethaji Subhas Chadra Bose Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",9,12.983943377777779,77.60947755555556,Shivajinagar
"2nd H Main Road, Kasturi Nagar, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",9,13.003467955555557,77.66264108888889,K.R. Pura
"2nd Main Road, Buildafina Golf View Apartment East Wing, Amar Jyothi Layout, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",9,12.957617544444444,77.64384165555556,Jeevanbheemanagar
"Mavali Tank Bund Road, KS Contey Layout, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",9,12.957985377777778,77.58007334444444,City Market
"Kengeri Main Road, Ambedkar Circle, Kengeri Satellite Town, Bengaluru, Karnataka. Pin-560060 (India)",9,12.932971355555557,77.48825807777777,Kengeri
"12th Cross Road, Paresh Apartment, Kadumalleshwara, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",9,13.001993388888888,77.5694580888889,Malleshwaram
"18th Main Road, Block 2, Koramangala, Bengaluru, Karnataka. Pin-560068 (India)",9,12.925353377777776,77.61860924444444,Madiwala
"Amruth Nagar Main Road, Tippu Sultan Circle, Avalahalli, Bengaluru, Karnataka. Pin-560062 (India)",9,12.872628522222222,77.56655572222222,Thalagattapura
"1st Main Road, Hunasamaranahalli, Bengaluru, Karnataka. Pin-562157 (India)",9,13.143444111111112,77.617811,Chikkajala
"2nd Main Road, Vijaynagar Layout, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",9,12.959157533333332,77.55806424444444,Chamarajpet
"1st Main Road, Judicial Layout, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",9,13.035933833333333,77.57167508888888,Kodigehalli
"1st Cross Road, Sanjay Nagar, Bengaluru, Karnataka. Pin-560094 (India)",9,13.037580966666667,77.57493691111111,Kodigehalli
"KR Main Road, Vanivilas Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",9,12.949033477777778,77.57388852222222,Basavanagudi
"Cubbon Park Road, Ambedkar Veedhi, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",9,12.976488855555555,77.5899455888889,Cubbon Park
"Mysore Road, Anandpuram, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",9,12.962958888888888,77.56664222222223,Chamarajpet
"3rd Main Road, Delmia Circle, JP Nagar Phase 3, Bengaluru, Karnataka. Pin-560078 (India)",9,12.905901988888889,77.59509157777778,J.P. Nagar
"BSR Paradise Road, Cessna Business Park, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",9,12.933041488888888,77.69656570000001,HAL Old Airport
"1st Cross Road, Sradha Brindavan, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",9,12.965504044444444,77.71761101111112,HAL Old Airport
"Silk Board Double Decker Flyover, South End, JP Nagar Phase 3, Bengaluru, Karnataka. Pin-560078 (India)",9,12.916847544444444,77.59453151111111,Jayanagara
"8th Cross Road, Jai Maniurao Circle, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",9,12.978295244444444,77.54231738888888,Vijayanagara
"1st Cross Road, Sunrise Arunachalan Circle, Srirampuram, Bengaluru, Karnataka. Pin-560021 (India)",9,12.992885322222222,77.56867643333334,Sheshadripuram
"Hosur Road, Shivaganga Swagath Popular Colony, Mangammanapalya, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",9,12.903640277777777,77.63121695555554,HSR Layout
"Castle Street, Santhala Nagar, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",9,12.967759255555556,77.60758463333333,Ashok Nagar
"8th Cross Road, Kittur Rani Chennamma Circle, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",9,12.969926477777777,77.63761967777776,Jeevanbheemanagar
"Hosur Road, Mahendra Aarya Homes, Ananath Nagar Phase 1, Kammasandra Anekal Taluka, Bengaluru, Karnataka. Pin-560100 (India)",9,12.829751955555556,77.68160327777778,Electronic City
"Shri Vigneshwara Temple Road, Jaraganahalli Circle, Ilyas Nagar, Bengaluru, Karnataka. Pin-560078 (India)",8,12.9061499,77.5734517875,J.P. Nagar
"1st Cross Road, St Johns National Academy of Health Sciences, John Nagar, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",8,12.928560337499999,77.61875535,Adugodi
"8th Cross Road, Graphite India Junction, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",8,12.9698453625,77.645572425,Jeevanbheemanagar
"Silk Board Double Decker Flyover, Silk Board Junction, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",8,12.917613187499999,77.62355895,Madiwala
"Hosur Road, Madiwala Junction, Madivala, Bengaluru, Karnataka. Pin-560068 (India)",8,12.9258892,77.6172291875,Madiwala
"MS Ramaiah Road, PW Frames Colony, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",8,13.019883,77.56234285,Yeshwanthpura
"10th B Main Road, BMTC Transport Complex, Block 4, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",8,12.928560237500001,77.5857615875,Jayanagara
"Nehru Nagar Main Road, Nehru Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",8,12.988311825,77.57735766249999,Sheshadripuram
"5,6, Walton Road, D'Souza Layout, Shanthala Nagar, Ashokanagar, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India",8,12.9714476125,77.5977024375,Cubbon Park
"1st Main Road, Nelagedhrahalli Circle, Nalagadderanahalli, Bengaluru, Karnataka. Pin-560073 (India)",8,13.03155435,77.5037606375,Peenya
"1st Main Road, New Binny Layout, Binnypete, Bengaluru, Karnataka. Pin-560023 (India)",8,12.9688125,77.559175225,Magadi Road
"6th Main Road, RHBCS Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",8,12.97412055,77.509355475,Jnanabharathi
"West Park Road, Parisara Organic Junction, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",8,12.999148325,77.57019443749999,Malleshwaram
"West Park Road, Sarangapani, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",8,13.008514675,77.5698105625,Malleshwaram
"Yelahanka Road, KEB Quarters, Stage 4, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)",8,13.098133387499999,77.5687761125,Yelahanka
"Hosur Road, Nexus Koramangala, Adugodi, Bengaluru, Karnataka. Pin-560095 (India)",8,12.9350152375,77.6117895,Adugodi
"1st Cross Road, Sowrashtrapete, Chickpete, Bengaluru, Karnataka. Pin-560053 (India)",8,12.9715621,77.5736305,Upparpet
"Siddhapura Road, Ashoka Stambh Circle, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",8,12.9452909625,77.5858191125,Wilson Garden
"Thanisandra Main Road, Kempanna Layout, Ashwath Nagar, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)",8,13.0480910375,77.6290775125,Hennuru
"15th Main Road, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",8,13.014775,77.530894,Rajajinagar
"27th Main Road, BDA Layout, Sector 2, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",8,12.903165300000001,77.6505149125,HSR Layout
"Sarjapura Main Road, Venkataramanappa Reddy Layout, Kaikondrahalli, Bengaluru, Karnataka. Pin-560035 (India)",8,12.9137407875,77.6781282375,Bellandur
"1st Main Road, KHM Block, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",8,13.0220724,77.5924805125,R.T. Nagar
"10th Main Road, Prakash Nagar, Bengaluru, Karnataka. Pin-560021 (India)",8,12.9924952375,77.5572162,Rajajinagar
"10th Main Road, Rajajinagar 4th Block, Rama Mandira, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560010, India",8,12.986392712499999,77.5558738,Rajajinagar
"Bugle Rock Road, Babasahebara Palya, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",8,12.94392895,77.57292265000001,Basavanagudi
"Meenakshi Koil Street, Quadrant Square, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",8,12.98386845,77.6060789375,Shivajinagar
"64th Cross Road, Jedehalli, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",8,12.9834238125,77.54944085,Magadi Road
"Metro, 26/3, Tumkur Road, Goraguntepalya, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560055, India",8,13.01514785,77.555089225,Malleshwaram
"Subham Sahib Lane, Thigalarpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",8,12.964370375,77.5820217375,Halasuru Gate
"1st Cross Road, Gopalapuram, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)",8,12.977251725,77.56065555,Magadi Road
"1st Cross Road, Nehru Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",8,12.989042975,77.575880775,Sheshadripuram
"8th Main Road, Ramamohanapuram, Gayatri Nagar, Bengaluru, Karnataka. Pin-560021 (India)",8,12.997950425,77.5656266875,Malleshwaram
"Whitefield Road, Hoodi Circle, Hoodi, Bengaluru, Karnataka. Pin-560048 (India)",8,12.991973125,77.71578525,Mahadevapura
"3rd Cross Road, Industrial Layout, Begur, Bengaluru, Karnataka. Pin-560068 (India)",8,12.8873230125,77.6407414375,Hulimavu
"Bannerghatta Main Road, Hexa Skyline, Bohra Colony, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)",8,12.855992947273638,77.5888656873091,Hulimavu
"Godavari Marg, MG Railway Colony, Sevashrama, Bengaluru, Karnataka. Pin-560023 (India)",8,12.9785202625,77.5737137625,Upparpet
"Bellanduru, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",8,12.927434787500001,77.6788885125,Bellandur
"Model House Street, Cauvery Circle, Jayanagar, Bengaluru, Karnataka. Pin-560004 (India)",8,12.938463775,77.57990065,Basavanagudi
"JJR Main Road, JJR Nagar South, Bengaluru, Karnataka. Pin-560018 (India)",8,12.9640009625,77.5567862875,Magadi Road
"5th Cross Road, Kamraj Nagar, HBR Layout, Bengaluru, Karnataka. Pin-560045 (India)",8,13.031888325,77.62391085,K.G. Halli
"Shile Havamana Road, Mahalakshmi, Dasappa Layout, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",8,13.0637378125,77.5775086125,Kodigehalli
"8th D Main Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",8,12.92907975,77.5827038125,Jayanagara
"1st Cross Road, Mango Garden, Bikaspura, Bengaluru, Karnataka. Pin-560062 (India)",8,12.8935967,77.5628,K.S. Layout
"80 Feet Main Road, Seetha Circle, Banashankari Stage 1, Bengaluru, Karnataka. Pin-560050 (India)",8,12.937689775,77.5495974625,Banashankari
"Indiranagar Double Road, Indiranagar ESI Hospital Junction, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",8,12.9702559375,77.63656515,Jeevanbheemanagar
"Nagarabhavi Main Road, Block 12, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",8,12.9603663875,77.513861175,Jnanabharathi
"17th Main Road, Salarpuria Tower, Adugodi, Bengaluru, Karnataka. Pin-560095 (India)",8,12.9335537625,77.6129690125,Adugodi
"20th Main Road, Capitaland IT Park, Kashi Nagar, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",8,13.0625347875,77.59288409999999,Kodigehalli
"20th Main Road, Industrial Estate, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",8,12.978333,77.54914445,Magadi Road
"Begur Koppa Road, Prospect Princeton Apartment, AECS Block C, Begur, Bengaluru, Karnataka. Pin-560068 (India)",8,12.8788971875,77.63690265,Hulimavu
"Gayatri Bhavan Road, Byrappa Block, Thyagarajanagar, Bengaluru, Karnataka. Pin-560070 (India)",8,12.929957425,77.567392,Banashankari
"Padarayanapura Main Road, Kuvempu Circle, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560040 (India)",8,12.9673730375,77.5454545875,Magadi Road
"Union Road, Shivaji Nagar Intersection Junction, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",8,12.98056955,77.60111573750001,Shivajinagar
"Link Road, Defence Colony, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",8,12.97493385,77.6449636375,Jeevanbheemanagar
"Prakash Nagar, Kuvempu Ward, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560021, India",8,12.9962678875,77.56314111249999,Sheshadripuram
"Hoodi Main Road, Industrial Area Phase 2, Doddanekundi, Bengaluru, Karnataka. Pin-560048 (India)",8,12.9863705,77.7085501125,Mahadevapura
"Hoodi Main Road, Krishnappa Circle, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",8,13.00436055,77.71262113750001,K.R. Pura
"9th Cross Road, KFC Circle, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",8,12.9785375,77.6393871,Jeevanbheemanagar
"3rd Cross Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",8,12.9651451625,77.53773327500001,Vijayanagara
"Mysore Road, Sankranthi Industrial Estate, Pantarapalya, Bengaluru, Karnataka. Pin-560039 (India)",8,12.94503935,77.5287092625,Byatarayanapura
"Cronwell Road, Divyasree Chambers, Langford Garden, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",8,12.9624946625,77.5984303375,Ashok Nagar
"Convent Road, Prestige Cedars, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",8,12.96694355,77.6034725875,Ashok Nagar
"11th Main Road, Sri Aurobindo Circle, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",8,12.917238725,77.58586112500001,Jayanagara
"Vidyaranyapura Main Road, Vidyaranyapura, Bengaluru, Karnataka. Pin-560097 (India)",8,13.0771221875,77.5584607875,Yelahanka
"Empark Restaurant, 2, 1st Main Road, Someshwaranagar, Someshwara Nagara, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560027, India",8,12.945170925,77.5950527,Wilson Garden
"Euro School Road, Sumadhura Vasantham, Hoodi, Bengaluru, Karnataka. Pin-560048 (India)",8,12.98403935,77.70925315000001,Mahadevapura
"Mahadevapura Flyover, Saraswathi Nagar, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",8,12.99105195894514,77.68785534,Mahadevapura
"2nd Cross Road, Police Quarters Singayyanapalya, Dyavasandra Industrial Estate Phase 2, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",8,12.9962288125,77.693143775,Mahadevapura
"4th Cross Road, KHB Colony, Block 5, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",8,12.93697275,77.6186163125,Adugodi
"Ganga Nagar, Ganganagar, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560032, India",8,13.02359055,77.5849446625,Kodigehalli
"Doddabommasandra Main Road, Jayalakshmamma Layout, Dodda Bommasandra, Bengaluru, Karnataka. Pin-560097 (India)",8,13.058396525,77.5591102375,Jalahalli
"Outer Ring Road, Prestige Tech Platina, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",8,12.94318741837274,77.69693239729841,HAL Old Airport
"1st Main Road, Uttarahalli Circle, Uttarahalli, Bengaluru, Karnataka. Pin-560061 (India)",8,12.9060052875,77.5421070625,K.S. Layout
"Gundopanth Street, New Complex, Sri Krishna Rajendra Market, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)",8,12.9662860125,77.5769389125,City Market
"Outer Ring Road, Devarabeesanahalli, Shivanasamudra Ward, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560103, India",8,12.9315050625,77.6869048375,HAL Old Airport
"5th B Cross Road, Vidyaranya Nagar, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)",8,12.972657074999999,77.54839245,Magadi Road
"MBT Road, Block 4 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",8,13.033719475,77.6292827125,Hennuru
"14th Cross Road, Krishna Apartment, Kadumalleshwara, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",8,13.0045101375,77.571110475,Malleshwaram
"South End Main Road, Dr BR Ambedkar Circle, Jayanagar, Bengaluru, Karnataka. Pin-560069 (India)",8,12.9168923,77.597006925,Jayanagara
"South End Main Road, South End, JP Nagar Phase 3, Bengaluru, Karnataka. Pin-560078 (India)",8,12.9168624125,77.5939669,Jayanagara
"5th Main Road, Platform Road Junction, Sevashrama, Bengaluru, Karnataka. Pin-560023 (India)",8,12.9829103375,77.5681183375,Sheshadripuram
"Konanakunte Main Road, Jaraganahalli Circle, Ilyas Nagar, Bengaluru, Karnataka. Pin-560078 (India)",8,12.9064698875,77.5732945,K.S. Layout
"Konanakunte Main Road, Kashi Nagar, Yalanchenahalli, Bengaluru, Karnataka. Pin-560078 (India)",8,12.8981866375,77.57196315,K.S. Layout
"Komi Siddanna Garden Road, Laxmana Layout, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",8,12.981391375000001,77.628534925,Halasur
"5th Cross Road, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",8,12.9702335125,77.7123690375,HAL Old Airport
"Lower Agaram Road, Sannenahalli, Viveka Nagar, Bengaluru, Karnataka. Pin-560047 (India)",8,12.9564107375,77.620990875,Ashok Nagar
"5th Cross Road, Old Prabhu Layout, Kudlu, Bengaluru, Karnataka. Pin-560068 (India)",8,12.887435087787992,77.64947257141785,Electronic City
"Lalbagh Fort Road, Lalbagh Main Gate Junction, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",8,12.954085025,77.5851530625,Wilson Garden
"2nd A Cross Road, Havanur Circle, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)",8,12.9866788875,77.53721635,Kamakshipalya
"Outer Ring Road, Devi Nagar, Bengaluru, Karnataka. Pin-560094 (India)",8,13.0473379875,77.570693175,Kodigehalli
"12th Cross Road, Dr M Munivenkataswamy Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",8,13.0041683,77.5481019875,Rajajinagar
"1st A Cross Road, Green Glen Layout, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",8,12.92597015,77.669742725,Bellandur
"Allahabad Bank, 121, D V Gundappa Road, NR Colony, N.R Colony, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560004, India",8,12.9430327125,77.5710923625,Basavanagudi
"Kempegowda Layout, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560058, India",8,13.005382625,77.5277541625,Rajajinagar
"Bellary Road, L&T Tech Park, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",8,13.068446275,77.59292926250001,Kodigehalli
"Risaldar Street, Old Mysore Road Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560023 (India)",8,12.98523765,77.572603475,Sheshadripuram
"MBT Road, Police Quarters, Chikbasavanapura, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",8,13.011658650000001,77.6990484125,K.R. Pura
"10th D Main Road, Sri SV Chenna Krishnaiah Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",8,12.9799386125,77.5546738875,Magadi Road
"Nandini, Whitefield Road, Hoodi, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560048, India",8,12.9880127,77.734054,Mahadevapura
"Old Airport Road, Golden Enclave, Rustam Bagh, Bengaluru, Karnataka. Pin-560017 (India)",8,12.959561158310239,77.6511085425,Jeevanbheemanagar
"1st Cross Road, IAS Layout, Haralur, Bengaluru, Karnataka. Pin-560035 (India)",8,12.9049379,77.67589456249999,Bellandur
"6th Cross Road, NGO Colony, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",8,12.950180425,77.59550745,Wilson Garden
"1st Main Road, Sampangiram Nagar, Bengaluru, Karnataka. Pin-560027 (India)",8,12.96694405,77.5945426875,Halasuru Gate
"Chord Road, Kethamaranahalli, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560086, India",8,13.01074285,77.5507551,Malleshwaram
"1st Cross Road, Police Quarters Singayyanapalya, Dyavasandra Industrial Estate Phase 2, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",8,12.99696415,77.692917025,Mahadevapura
"1st Cross Road, Rajiv Gandhi Nagar, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",8,13.018064225,77.5391733,Rajajinagar
"Canara Union Road, Samvidhana Circle, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",8,13.0182728,77.557845425,Yeshwanthpura
"Wind Tunnel Road, Golf Manor Apartment, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)",8,12.955978535767287,77.6534474836764,Jeevanbheemanagar
"Provogue, UG13, Dr. Rajkumar Road, Subramanya Nagar 2nd Stage, Subrahmanya Nagar, Subramanyanagara, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560055, India",8,13.0111870125,77.5546223875,Malleshwaram
"27th Cross Road, Bellevue, Balagere, Bengaluru, Karnataka. Pin-560087 (India)",8,12.9385784,77.71762257500001,Whitefield
"Purva Westend, Garvebavi Palya, Bengaluru South City Corporation, Bengaluru, Bangalore South, Bengaluru Urban, Karnataka, 560068, India",8,12.89054035,77.63828695000001,Hulimavu
"Armstrong Street, Nethaji Subhas Chadra Bose Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",8,12.98364205,77.610124825,Shivajinagar
"16th Main Road, Sunshine Colony, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",8,12.9106183875,77.609994775,Mico Layout
"Outer Ring Road, Ozone Chamber, HSR Layout, Bengaluru, Karnataka. Pin-560034 (India)",8,12.917009475,77.6291252125,Madiwala
"Cline Road, Pottery Road CHS, Cooke Town, Bengaluru, Karnataka. Pin-560005 (India)",8,13.000481725,77.6216323125,Pulikeshinagar(F.Town)
"7th Main Road, New Income Tax Layout, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",8,12.95762315,77.5195728,Byatarayanapura
"Silver County Road, Choodasandra Circle, Kasavanahalli, Bengaluru, Karnataka. Pin-560035 (India)",8,12.888969312499999,77.67167922499999,Electronic City
"15th Cross Road, Chitrapur Circle, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",8,13.0057349875,77.5645807375,Malleshwaram
"ECC Road, Salarpuria GR Tech Park, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",8,12.9851031,77.7449481,Whitefield
"2nd Main Road, Pride Hulkul, Vinoba Nagar, Kalasipalyam, Bengaluru, Karnataka. Pin-560027 (India)",8,12.9570419125,77.5862497875,Wilson Garden
"1st A Main Road, Block 8, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",8,12.9403492625,77.6198401875,Adugodi
"Sri Sri Sri Tiruchi Mahaswamiji Road, Prakruthi Aroma, BEML Layout Stage 10, Rajarajeshwari Nagar, Bengaluru, Karnataka. Pin-560098 (India)",8,12.9096111125,77.51323795,Kengeri
"Devarabisanahalli Road, Orchid Lakeview, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",8,12.9304045875,77.6786920125,Bellandur
"Walk Trail 3, Lalbagh Main Gate Junction, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",8,12.9532817,77.5842694875,Wilson Garden
"HAL Airport Road, Paramount Raghavendra Apartment, Silver Spring Layout, Munnekolala, Bengaluru, Karnataka. Pin-560037 (India)",8,12.9561817,77.71223675,HAL Old Airport
"1st B Main Road, Block 7, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",8,12.93606475,77.614784225,Adugodi
"21st Main Road, RK Colony, JP Nagar Phase 2, Bengaluru, Karnataka. Pin-560078 (India)",8,12.9109515625,77.5875013125,J.P. Nagar
"22nd Cross Road, Dr BR Ambedkar Layout, Sector 3, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",8,12.909265425000001,77.638816375,HSR Layout
"G Narayana Kumar Road, Raheja Park Apartment, Agrahara Dasarahalli, Bengaluru, Karnataka. Pin-560079 (India)",8,12.9795009,77.5398063875,Vijayanagara
"Dr Rajkumar Puniya Bhoomi Road, ACS Meghana Shalini, Kadarenahalli, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)",8,12.918002325,77.564188375,Banashankari
"Sir CV Raman Hospital Road, 1st Stage, Michaelpalya, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",8,12.980855912500001,77.646127975,Jeevanbheemanagar
"Sethu Rao Road, Chanda Nagar, Sultanpete, Bengaluru, Karnataka. Pin-560053 (India)",8,12.9651179125,77.57491535,City Market
"Sir CV Raman Hospital Road, BSNL Telecom Officer Quarters, HAL Stage 3, New Thippasandra, Bengaluru, Karnataka. Pin-560075 (India)",8,12.975893600000001,77.646864775,Jeevanbheemanagar
"Cock Burn Road, Meelad Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",8,12.9877394375,77.6038734375,Shivajinagar
"Nagarabhavi Main Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",8,12.9753008125,77.5446701,Vijayanagara
"2nd Main Road, The Colonnade, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",8,12.960888575,77.649330775,Jeevanbheemanagar
"1st Main Road, Samvidhana Circle, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",8,13.01850705,77.55878665,Yeshwanthpura
"Outer Ring Road, A Narayanapura, Bengaluru East City Corporation, Bengaluru, Bangalore East, Bengaluru Urban, Karnataka, 560016, India",8,12.99738813917406,77.67099185250157,Mahadevapura
"57th Cross Road, Bescom Employees House Building Cooperative Society, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",8,12.985584025,77.5548157875,Rajajinagar
